"F1_*Loc","F2_*Loc","XCOO","YCOO","F1_Ag","F1_Ag_INAA","F1_Al","F1_Al2O3","F1_As","F1_As_INAA","F1_Au_INAA","F1_B","F1_Ba","F1_Ba_INAA","F1_Be","F1_Bi","F1_Br","F1_Br_INAA","F1_Ca","F1_Ca_INAA","F1_CaO","F1_Cd","F1_Ce_INAA","F1_Cl","F1_Co","F1_Co_INAA","F1_Cond","F1_Cr","F1_Cr_INAA","F1_Cs_INAA","F1_Cu","F1_Eu_INAA","F1_F","F1_F_ionselect","F1_Fe","F1_Fe_INAA","F1_Fe2O3","F1_Hf_INAA","F1_Hg","F1_Hg_INAA","F1_Ir_INAA","F1_K","F1_K2O","F1_La","F1_La_INAA","F1_Li","F1_LOI","F1_Lu_INAA","F1_Mass_INAA","F1_Mg","F1_MgO","F1_Mn","F1_MnO","F1_Mo","F1_Mo_INAA","F1_Na","F1_Na_INAA","F1_Na2O","F1_Nd_INAA","F1_Ni","F1_Ni_INAA","F1_NO2","F1_NO3","F1_P","F1_P2O5","F1_Pb","F1_pH","F1_PO4","F1_Rb","F1_S","F1_Sb","F1_Sb_INAA","F1_Sc","F1_Sc_INAA","F1_Se","F1_Se_INAA","F1_Si","F1_SiO2","F1_Sm_INAA","F1_Sn_INAA","F1_SO4","F1_Sr","F1_Sr_INAA","F1_Sum","F1_Ta_INAA","F1_Tb_INAA","F1_Te","F1_Th","F1_Th_INAA","F1_Ti","F1_TiO2","F1_U_INAA","F1_V","F1_W_INAA","F1_Y","F1_Yb_INAA","F1_Zn","F1_Zn_INAA","F2_Ag","F2_Ag_INAA","F2_Al","F2_Al2O3","F2_As","F2_As_INAA","F2_Au_INAA","F2_B","F2_Ba","F2_Ba_INAA","F2_Be","F2_Bi","F2_Br","F2_Br_INAA","F2_Ca","F2_Ca_INAA","F2_CaO","F2_Cd","F2_Ce_INAA","F2_Cl","F2_Co","F2_Co_INAA","F2_Cond","F2_Cr","F2_Cr_INAA","F2_Cs_INAA","F2_Cu","F2_Eu_INAA","F2_F","F2_F_ionselect","F2_Fe","F2_Fe_INAA","F2_Fe2O3","F2_Hf_INAA","F2_Hg","F2_Hg_INAA","F2_Ir_INAA","F2_K","F2_K2O","F2_La","F2_La_INAA","F2_Li","F2_LOI","F2_Lu_INAA","F2_Mass_INAA","F2_Mg","F2_MgO","F2_Mn","F2_MnO","F2_Mo","F2_Mo_INAA","F2_Na","F2_Na_INAA","F2_Na2O","F2_Nd_INAA","F2_Ni","F2_Ni_INAA","F2_NO2","F2_NO3","F2_P","F2_P2O5","F2_Pb","F2_pH","F2_PO4","F2_Rb","F2_S","F2_Sb","F2_Sb_INAA","F2_Sc","F2_Sc_INAA","F2_Se","F2_Se_INAA","F2_Si","F2_SiO2","F2_Sm_INAA","F2_Sn_INAA","F2_SO4","F2_Sr","F2_Sr_INAA","F2_Sum","F2_Ta_INAA","F2_Tb_INAA","F2_Te","F2_Th","F2_Th_INAA","F2_Ti","F2_TiO2","F2_U_INAA","F2_V","F2_W_INAA","F2_Y","F2_Yb_INAA","F2_Zn","F2_Zn_INAA","DATE","*SAMP","ELEV","UTM","*COUN","*ASP","*GENLAN","*TOPO","*FORDEN","*TREESPE","TRHIGH","RELAS","*BUSHDEN","*BUSHSPEC","*GRVEGETATIO","*MOSS","*TOP","AoMEAN","*AoRANGE","HUMNO","HUMTHI","*C_PAR","*C_grain","*COLA","*COLE","LOWDE","*COLB","LOWDB","*COLC","TOPC","*WEATH","TEMP","CATLEV0","CATLEV1","CATLEV2","LITO","F1_Ag","F1_Ag","F2_Ag","F1_Al2O3","F1_Al2O3","F2_Al2O3","F1_Au_INAA","F1_Au_INAA","F2_Au_INAA","F1_Ba_INAA","F1_Ba_INAA","F2_Ba_INAA"
618,458,527338.8,7419504,0.001,2.5,4660,9.35,0.3,0.25,0.001,1.5,13.5,410,0.15,0.012,0.001,2.2,760,20000,1.54,0.014,22,0.001,3.7,8,3,23.4,90,0.5,4.6,0.4,0.0005,0.000001,10600,22500,2.93,2,0.01,0.5,0.0025,500,1.89,5.5,13,3.7,1.27,0.15,32.37,1800,0.99,82,0.04,0.1,0.5,60,21200,2.45,10,10.9,10,0.0005,0.0005,184,0.05,0.8,5.9,0.002,47,15,0.005,0.05,1,6.5,0.017,1.5,180,78.34,1.4,50,0.001,2.7,250,99.22,0.9,0.25,0.0015,3,5.5,316,0.36,1.3,25,0.5,2.1,0.8,9.2,25,0.004,2.5,5320,9.82,0.3,0.25,0.001,1.5,12.6,390,0.17,0.018,0.001,2.5,820,5000,1.63,0.018,19,0.001,3.6,8,2.8,29.2,79,0.5,4.7,0.5,0.0005,0.000001,8600,22000,2.47,2,0.01,0.5,0.0025,500,2.05,5.9,11,3.1,1.45,0.15,34.68,1870,1.14,96.2,0.03,0.1,0.5,60,18600,2.47,8,9,69,0.0005,0.0005,214,0.05,1.4,5.9,0.002,44,21,0.005,0.05,1.1,6.4,0.021,1.5,430,78.04,1.3,50,0.003244,2.1,250,99.42,0.25,0.25,0.0015,3,4.7,377,0.28,1,19.1,0.5,1.8,0.8,7.4,25,"950629  ","RPVM",200,35,"FIN","NE","PLAIN","CONVLOW","MD","P.BI.S",19,15,"NO","NO","B.LINMAR","HSSC","M10",4.5,"2.0_7.0",6,4.5,"FLUV",,,,13,,31,,51,"MIX",12,3,65,3,51,0.00212132034355964,0.0025,169.705627484771,0.332340187157678,9.585,6.93458919473506,0,0.001,0,14.142135623731,400,7.07106781186548
502,461,742425,7639655,0.01,2.5,4460,14.24,0.05,0.7,0.001,1.5,46.8,540,0.11,0.01,0.001,4.4,3400,20000,4.22,0.018,37,0.001,4.6,12,2.2,22.7,140,0.5,8.7,1.2,0.0005,0.000001,10500,31000,4.71,5,0.03,0.5,0.0025,1100,1.37,10.6,18,3.1,0.58,0.21,38.75,2590,1.95,102,0.08,0.1,0.5,260,35500,4.09,11,17.6,10,0.0005,0.0005,780,0.17,0.8,6,0.002,7.5,21,0.014,0.05,1.6,11,0.016,1.5,90,67.84,3.1,50,0.0024328,19.1,250,99.82,0.25,0.25,0.0015,3,2.8,549,0.57,1.2,21.9,0.5,3.6,1.5,11.9,25,0.006,2.5,5900,14.34,0.2,0.25,0.002,1.5,43.2,600,0.13,0.012,0.001,6.5,3550,40000,4.35,0.023,32,0.002446,6.1,13,2.3,27.6,130,0.5,8.7,1.2,0.0005,0.000001,12200,33100,4.87,5,0.01,0.5,0.0025,1100,1.32,10.6,18,4,1,0.23,34.95,3930,2.14,124,0.08,0.1,0.5,270,29200,4.18,15,27.9,92,0.0005,0.0005,845,0.17,1.1,5.8,0.002,41,29,0.005,0.05,1.9,11,0.029,1.5,150,66.62,3,50,0.0032938,20.6,800,99.65,0.25,0.25,0.004,1.5,2.6,596,0.58,0.25,24,0.5,3.7,1.5,14.1,25,"950818  ","Smirnov",160,36,"RUS","E","SLOPE","LOWBRMED","MD","BI..SP",7,5,"S","..WIRO","B..CGML","HSSC","M6",3,"2_4",6,2,"TILL",,,,5,,26,,40,"DRY",15,1,511,0,20,0.00282842712474619,0.008,70.7106781186547,0.0707106781186545,14.29,0.989652597881798,0.000707106781186547,0.0015,94.2809041582063,42.4264068711929,570,14.8864585512957
741,468,599609.3,7526860,0.028,2.5,24700,14.41,1.5,2.1,0.003,1.5,152,740,1.76,0.135,0.001,0.25,6040,40000,2.83,0.049,210,0.001,15.4,20,3.7,51.7,160,1,30.2,4.5,0.0005,0.000001,36000,49300,6.8,8,0.04,0.5,0.0025,700,1.95,112,120,15.4,3.64,0.45,33.9,6060,2.31,883,0.15,0.3,5,210,25200,3.22,88,43.1,160,0.0005,0.0005,3250,0.66,7.8,5.7,0.002,61,35,0.074,0.2,7.2,16,0.084,1.5,120,62.44,13,50,0.0084548,74.9,250,99.2,6.8,1.2,0.023,32,25,882,0.8,4.5,57.8,0.5,24,3,61.3,109,0.014,2.5,25000,14.26,1.5,2.1,0.001,1.5,162,620,1.75,0.142,0.001,0.25,6000,5000,2.75,0.058,190,0.001,15.1,18,3.4,51.7,130,1,30.4,4,0.0005,0.000001,33300,46900,6.69,7,0.05,0.5,0.0025,600,1.98,113,110,15.2,3.86,0.37,34.62,6270,2.28,755,0.14,0.3,7,210,23800,3.36,71,43.6,10,0.0005,0.0005,3140,0.6,1.5,6.2,0.002,39,29,0.035,0.05,7.1,15,0.079,1.5,180,63.1,12,50,0.0075352,81.4,250,99.81,7.2,1.7,0.022,31,22,853,0.78,4.5,52.5,0.5,23.9,2.3,61.4,90,"950815  ","RPAV",260,35,"FIN","N","PLAIN","CONCLOW","MD","P.BIJUN",19,22,"NO","NO","B.CRCHMO.LIN","HSDR","M10",4,"2.0_6.0",10,1,"TILL",,,,3,,32,,53,"DRY",17,1,510,2,81,0.00989949493661167,0.021,94.2809041582063,0.106066017177982,14.335,1.4798188654061,0.0014142135623731,0.002,141.42135623731,84.8528137423857,680,24.9567099242311
606,477,746255,7524197,0.006,2.5,7460,13.84,0.5,0.25,0.003,1.5,49.1,450,0.15,0.023,0.001,4.3,2870,50000,5.2,0.039,39,0.001,8,23,2.9,29.3,180,1,40.2,1.1,0.0005,0.000001,12900,57800,7.59,9,0.01,0.5,0.0025,1800,1.46,15.1,19,7.4,1.32,0.45,34.9,3570,3.09,130,0.11,0.1,0.5,160,25900,3.01,13,22.2,10,0.0005,0.0005,716,0.17,1.7,5.5,0.002,66,27,0.005,0.05,1.9,20,0.053,1.5,110,62.63,3.4,50,0.0062652,7,250,99.29,1.1,0.6,0.005,13,5.6,893,0.88,1.3,27.8,0.5,4.1,2.9,19,123,0.003,2.5,11200,14.04,0.5,0.25,0.001,3,54.6,460,0.19,0.013,0.001,7.6,3430,30000,4.85,0.034,35,0.0036476,8.2,19,3.7,30.1,130,0.5,42.8,1,0.0005,0.000001,15200,48000,6.5,6,0.03,0.5,0.0025,1600,1.48,12.3,16,8.2,1.95,0.36,32.04,4210,2.76,145,0.1,0.1,2,250,26100,3.28,14,26.8,77,0.0005,0.0005,677,0.14,1.5,5.6,0.002,54,54,0.005,0.05,2.6,15,0.08,1.5,170,63.02,2.9,50,0.008978,8.7,250,98.82,0.25,0.25,0.006,5,3.4,1010,0.71,1.3,32.6,0.5,5,2.3,23.1,133,"950624  ","Smirnov",260,36,"RUS","S","LOWMO","UPBRMED","S",".BI.SP",3,0,"S","..WIJU","B..CH","-9999","M8",2,"1_3",8,2,"TILL",,,,7,,22,,37,"MIX",10,2,512,3,6,0.00212132034355964,0.0045,94.2809041582063,0.141421356237309,13.94,2.02900080684805,0.0014142135623731,0.002,141.42135623731,7.07106781186548,455,3.10816167554526
580,486,504898,7744819,0.006,2.5,7850,13.26,0.2,0.25,0.002,1.5,29.6,360,0.14,0.016,0.001,6.1,1110,10000,2.6,0.026,27,0.001,3.2,8,2.8,14.7,71,0.5,6.8,0.8,0.0005,0.000001,10800,33000,5.56,4,0.01,0.5,0.0025,500,1.09,9.8,15,4.5,2.19,0.4,30.36,2150,2.13,83.5,0.09,0.1,6,100,22600,2.83,14,7.7,10,0.0005,0.0005,238,0.06,1.3,5.8,0.002,41,39,0.005,0.05,2.1,14,0.035,1.5,100,70.11,2.5,50,0.00444,4.3,250,100.45,0.25,0.25,0.006,4,3.4,516,0.52,0.25,25.4,0.5,2.9,2.5,19.7,91,0.007,2.5,9700,13.35,0.3,0.8,0.001,1.5,37.4,490,0.16,0.012,0.001,5.7,1030,10000,2.46,0.032,38,0.001,5.3,12,2.6,16.2,86,0.5,10.2,0.9,0.0005,0.000001,15300,44500,6.68,6,0.01,0.5,0.0025,700,1.06,9.8,21,5.4,2.39,0.48,37.28,2420,2.31,135,0.11,0.1,0.5,90,22900,2.62,10,9.6,10,0.0005,0.0005,273,0.06,1.8,5.5,0.002,7.5,42,0.015,0.05,2.2,18,0.086,1.5,150,68.22,3.2,50,0.0025206,4.5,250,99.83,0.25,0.25,0.012,6,6,529,0.57,1.7,29.9,0.5,3.2,3.4,26.4,25,"950802  ","JARR",290,35,"FIN","FLAT","PLAIN","TER"," MD","BI",2,0,"MD","BET","CR.B.LI","-9999","M10",1.7,"1.0_3.0",5,5,"TILL",,-9999,-9999,4,-9999,11,-9999,40,"MIX",12,1,68,1,51,0.000707106781186547,0.0065,21.7571317288168,0.0636396103067892,13.305,0.956626986949104,0.000707106781186547,0.0015,94.2809041582063,91.9238815542512,425,43.2582972020006
673,505,633670.8,7520183,0.028,2.5,6290,14.1,0.4,0.25,0.001,1.5,24.5,590,0.14,0.05,0.001,2.5,1920,20000,3.78,0.028,21,0.001,3.9,11,2.1,22.7,130,1,5.1,0.8,0.0005,0.000001,7200,26200,3.52,4,0.01,0.5,0.0025,800,1.46,9.7,12,8.9,1.1,0.17,33.93,2170,1.81,76.2,0.06,0.1,0.5,100,30800,4,9,19.2,10,0.0005,0.0005,638,0.14,1.3,5.8,0.002,42,18,0.005,0.05,1.3,9.4,0.005,1.5,120,69.8,1.9,50,0.0027214,10.9,250,100.15,0.9,0.25,0.004,4,2.9,462,0.37,1.1,14.2,0.5,2.6,1.1,15.4,80,0.014,2.5,5060,13.24,0.4,0.25,0.001,1.5,20,390,0.12,0.039,0.001,1.4,1920,30000,3.7,0.029,15,0.001,3.1,10,2,18.9,110,1,4,0.5,0.0005,0.000001,6230,22400,3.38,3,0.02,0.5,0.0025,600,1.35,8.6,9.2,7.5,0.9,0.15,39.38,1840,1.75,61.1,0.06,0.1,0.5,100,30700,3.94,7,16.7,73,0.0005,0.0005,618,0.13,1.2,6,0.002,52,16,0.005,0.05,1.1,9.2,0.015,1.5,90,70.8,1.5,50,0.001,9.8,250,99.57,0.25,0.25,0.004,1.5,2.1,404,0.34,0.25,12,0.5,2.6,1,16.3,25,"950804  ","Smirnov",115,36,"RUS","FLAT","SLOPE","TERR","MD","PI.BI.",9,14,"MD","BI..","O.B.CHMLO","HSSC","M4",2,"2_3",6,2,"FLUVG",,,,15,,24,,40,"MIX",15,1,510,2,1,0.00989949493661167,0.021,94.2809041582063,0.608111831820431,13.67,8.89702753212042,0,0.001,0,141.42135623731,490,57.7230025458406
590,526,600600,7612000,0.005,2.5,7300,17.32,0.2,0.25,0.001,1.5,58.7,730,0.13,0.008,0.001,4.1,2060,20000,4.2,0.021,70,0.002852,6.4,14,3.3,29.7,110,0.5,9.7,1.8,0.0005,0.000001,11600,42600,5.75,9,0.01,0.5,0.0025,1300,1.64,12.3,39,2.9,1.23,0.49,33.88,2370,2.49,63.2,0.07,0.2,0.5,180,23800,2.86,30,16,10,0.0005,0.0005,761,0.17,1.1,6,0.002,26,32,0.005,0.05,1.9,17,0.023,1.5,100,64.63,5.2,50,0.002329,7.3,250,100.94,0.25,0.7,0.004,5,6.6,707,0.58,0.25,42.1,0.5,6.5,3,17.9,83,0.006,2.5,7880,14.53,0.1,0.25,0.001,1.5,81.5,660,0.15,0.006,0.001,2.7,1550,20000,3.25,0.017,80,0.0031684,8.2,17,2.3,34.8,110,0.5,13.8,1.6,0.0005,0.000001,14600,51700,6.92,6,0.02,0.5,0.0025,1400,1.52,11.3,45,3.3,0.87,0.59,30.9,3380,2.74,88.1,0.08,0.1,0.5,190,21200,2.37,30,19.8,10,0.0005,0.0005,475,0.11,1.3,6.2,0.002,39,26,0.005,0.05,2.5,20,0.032,1.5,110,66.88,5.7,50,0.001,9.5,250,100.05,0.25,0.25,0.011,5,13,774,0.77,0.25,49.2,0.5,5.5,3.6,18,116,"950826  ","Smirnov",105,35,"RUS","E","PLAIN","UPBRLOW","MD","PI..SPBI",13,6,"S",".BI.","M.BL.GO","HSDC","M6",2,"1_4",7,2,"TILL",,,,3,,21,,39,"RAIN",10,1,510,1,31,0.000707106781186548,0.0055,25.712973861329,1.97282791951047,15.925,24.7764887850608,0,0.001,0,49.4974746830583,695,14.2438776066355
565,541,712659.5,7595521,0.008,2.5,12400,15.9,0.2,0.25,0.001,1.5,86.9,510,0.23,0.01,0.001,5.8,4060,50000,4.38,0.021,50,0.0023984,8.9,13,3.1,24.2,60,0.5,19.2,1.1,0.0005,0.000001,17400,30600,4.38,5,0.01,0.5,0.0025,3500,1.43,17.5,26,14.1,1.63,0.16,31.78,6250,1.89,181,0.06,0.1,0.5,290,36100,4.39,18,19.2,10,0.0005,0.0005,1010,0.21,1,6,0.002,57,53,0.016,0.2,2.5,10,0.035,1.5,120,65.13,3.4,50,0.00602,16.3,250,99.9,2.1,0.25,0.004,5,3.9,1380,0.51,0.25,34.2,0.5,2.6,1.3,37,126,0.009,2.5,13000,15.99,0.2,0.25,0.001,1.5,88.8,500,0.22,0.0025,0.001,6,2870,30000,4.29,0.022,38,0.001,9.3,12,5.1,23.7,54,0.5,22.4,0.8,0.0005,0.000001,18200,29400,4.51,4,0.03,0.5,0.0025,3000,1.38,16.6,22,13.6,1.98,0.14,33.94,6210,1.91,151,0.06,0.1,0.5,230,35000,4.21,15,20,10,0.0005,0.0005,738,0.16,,6.1,0.002,25,60,0.005,0.05,2.4,9.2,0.056,1.5,100,64.39,2.8,50,0.0216632,13.4,250,99.45,1.3,0.25,0.011,5,3.8,1530,0.56,0.25,36.1,2,2.4,0.8,37.1,100,"950731  ","Smirnov",140,36,"RUS","FLAT","PLAIN","TOP","MD","PI..BI",14,14,"S","..BI",".BO.ML","PSSC","M7",2,"1_3",10,2,"FLUVG",,,,5,,18,,38,"DRY",25,1,510,3,1,0.000707106781186547,0.0085,16.637806616154,0.0636396103067892,15.945,0.798239075657437,0,0.001,0,7.07106781186548,505,2.80042289578831
745,571,470552,7511776,0.009,2.5,23400,13.37,11.9,16,0.006,1.5,84,570,0.58,0.056,0.001,2.5,1160,20000,2.25,0.031,39,0.001,17.9,22,3.7,72.1,140,1,54.3,1.5,0.0005,0.000001,48900,56700,7.87,5,0.04,0.5,0.0025,600,1.7,16.3,22,10.4,3.81,0.41,30.94,7000,2.29,483,0.1,1.2,4,100,20600,2.78,21,40.3,10,0.0005,0.0005,334,0.08,3.8,6.3,0.002,46,68,0.346,0.8,9.2,19,0.201,1.5,130,64.5,3.9,50,0.0089954,8.5,250,99.77,1,0.8,0.014,10,5,2100,1.02,2.1,96.9,0.5,13,2.8,39.3,111,0.007,2.5,25300,13.25,8.7,13,0.001,3,70.5,570,0.58,0.066,0.001,0.25,1320,20000,2.2,0.026,47,0.001,18.5,25,3.7,77.9,170,2,54.5,1.4,0.0005,0.000001,49500,58000,8.08,5,0.04,0.5,0.0025,600,1.69,18.4,25,10.7,4.53,0.42,32.08,7530,2.33,491,0.1,1.1,0.5,110,22600,2.68,21,44.6,10,0.0005,0.0005,365,0.09,1.2,6,0.002,80,85,0.274,0.6,9.6,21,0.211,1.5,130,63.3,4.3,50,0.009943,9.8,250,99.27,0.25,0.25,0.01,11,6,2070,1.02,2.8,99.3,0.5,14.8,2.7,42.8,25,"950721  ","VGMA",262,35,"FIN","NE","FLAT","CONCLOW","D","S.BI.JUN",11,19,"S","JUN","B.MO.CRMAR","HSSR","D10",2.4,"1.5_3.5",5,2.2,"TILL&SAP",,,,9,,17,,41,"DRY",20,3,65,8,51,0.00141421356237309,0.008,35.3553390593274,0.0848528137423851,13.31,1.27502349725598,0.00353553390593274,0.0035,202.030508910442,0,570,0
770,576,525539.6,7554948,0.058,2.5,33100,16.26,1.3,1.8,0.001,1.5,91.4,880,0.38,0.044,0.001,13,420,5000,1.09,0.328,77,0.0058938,16.4,18,8.4,70.1,120,0.5,39,1.4,0.0005,0.000001,35800,50100,7.27,7,0.07,0.5,0.0025,1400,2.6,20.7,42,10.4,7.96,0.45,33.09,5280,2.08,176,0.06,2.1,0.5,70,10800,1.27,25,63.3,10,0.0005,0.0104682,271,0.07,31,5.2,0.002,80,185,0.038,0.05,4.4,16,0.219,1.5,400,60.48,4.8,50,0.0085196,7.1,250,99.9,0.25,0.25,0.036,12,10,1020,0.76,1.9,60.1,0.5,6,2.8,135,224,0.053,2.5,39800,16.14,1.2,1.8,0.004,1.5,89.6,680,0.36,0.041,0.001,13,580,5000,1.12,0.109,70,0.006778,15.3,17,8.7,54.4,120,0.5,40,1.2,0.0010734,0.000001,38200,47400,7.51,6,0.04,0.5,0.0025,1500,2.51,21.3,40,11,9,0.41,31.26,5510,2.12,187,0.06,0.5,0.5,90,10400,1.3,25,55.2,10,0.0005,0.006649,264,0.07,22.3,5.5,0.002,73,180,0.016,0.05,4.7,13,0.25,1.5,90,59.35,4,50,0.0069916,8.1,250,99.95,1.1,0.6,0.022,11,10,989,0.77,2.3,58.1,0.5,6.1,2.5,139,221,"950612  ","RPMLRJA",295,35,"FIN","NE","PLAIN","CONCMED","MD","P.S.BI",18,12,"S",,"CH.BLIN","HSSC","D10",2.5,"0.5_5.0",8,1,"TILL&SAP",,,,6,,23,,38,"DRY",13,3,65,9,31,0.00353553390593274,0.0555,12.7406627240819,0.0848528137423864,16.2,1.04756560175786,0.00212132034355964,0.0025,169.705627484771,141.42135623731,780,36.2618862146947
740,611,780360.6,7508507,0.007,2.5,20800,14.46,1.1,0.25,0.001,1.5,114,590,0.68,0.019,0.001,4.5,4100,30000,4.24,0.052,54,0.001,10.5,19,4.4,41.5,210,0.5,42.8,1.1,0.0005,0.000001,16900,44300,5.76,6,0.02,0.5,0.0025,1600,1.7,12,20,6.8,2.87,0.29,34.32,5150,2.95,236,0.1,0.1,8,780,26500,3.32,16,26.9,10,0.0005,0.0005,496,0.11,1.5,5.7,0.002,50,58,0.005,0.05,3.1,14,0.067,1.5,130,63.66,2.7,50,0.0189282,66.8,250,99.84,1.9,0.25,0.0015,6,4.2,1200,0.66,1.6,37.2,0.5,4.6,1.5,25.3,25,0.007,2.5,12900,14.24,0.6,0.25,0.001,1.5,91.7,590,0.64,0.018,0.001,3.5,3320,30000,4.23,0.034,64,0.001,7.2,17,3.5,32.6,200,0.5,30.9,1.1,0.0005,0.000001,13300,38100,5.46,6,0.02,0.5,0.0025,1300,1.79,13.2,21,5.5,2.05,0.26,37.6,4130,2.66,195,0.1,0.1,0.5,490,28600,3.4,16,21.5,10,0.0005,0.0005,478,0.11,1.5,5.8,0.002,48,23,0.005,0.05,2.3,14,0.028,1.5,120,64.86,2.8,50,0.0089392,54.2,250,99.52,1.5,0.25,0.005,9,3.9,875,0.62,1.8,28.3,0.5,4.7,1.6,21.8,94,"950615  ","Semenov",230,36,"RUS","NE","RIDGE","CONCLOW","MD","BI..SP",6,5,"S","..WIJU",".C.BGMLO","HSSC","D7",2.5,"1_5",8,2.5,"TILL",,,,3.5,,15,,29,"DRY",12,2,512,3,52,0,0.007,0,0.155563491861041,14.35,2.16813229074621,0,0.001,0,0,590,0
669,637,759403.1,7670582,0.004,2.5,6960,15.17,0.4,0.25,0.001,1.5,55.4,370,0.11,0.024,0.001,8.3,1630,30000,3.5,0.011,32,0.0030472,4.9,8,2.7,17.4,42,0.5,17,0.9,0.0005,0.000001,14500,24900,3.49,5,0.01,0.5,0.0025,2000,0.97,9.3,18,10.6,1.36,0.16,31.84,3140,1.02,95.4,0.05,0.1,0.5,120,33500,4.21,13,11.3,10,0.0005,0.0005,474,0.11,0.6,5.6,0.002,7.5,26,0.005,0.05,1.5,7.4,0.02,1.5,130,69.89,2.5,50,0.0046048,4.7,250,100.13,0.25,0.25,0.0015,4,3.4,730,0.37,0.25,31,0.5,2.3,0.9,26.3,25,0.004,2.5,8440,15.25,0.3,0.25,0.001,1.5,72.5,310,0.11,0.016,0.001,12,2020,20000,3.59,0.012,40,0.0041774,6.2,8,2.8,13.3,39,0.5,16.1,1.1,0.0005,0.000001,16400,28400,3.78,6,0.01,0.5,0.0025,2700,0.92,12.2,22,12.5,1.98,0.13,32.91,3990,1.05,124,0.05,0.1,0.5,130,32500,4.32,13,10.3,10,0.0005,0.0005,549,0.14,0.8,5.8,0.002,38,37,0.005,0.05,1.5,7.3,0.038,1.5,100,67.82,2.6,50,0.0033684,7.6,250,99.31,0.25,0.25,0.004,5,3.6,852,0.41,1.3,30.6,0.5,2.5,1,32.5,25,"950829  ","Smirnov",60,36,"RUS","E","SLOPE","LOWBRLOW","MD","PI..BI",3,0,"MD","..BI","H..BML","PSSC","M4",3,"2_4",4,3,"TILLSAP",,,,4,,53,,65,"MIX",10,1,506,0,4,0,0.004,0,0.0565685424949239,15.21,0.743833563378354,0,0.001,0,42.4264068711929,340,24.9567099242311
